101;bunker;2113.00;15.40;2021.00;5.26;0
276;bunker;1567.00;10.63;1663.00;5.04;0
276;bunker;1568.00;10.35;1659.00;0.82;0
276;nuclear_reactor;1574.00;10.73;1662.00;0.45;0
279;naval_base;1696.00;9.50;334.00;-0.71;0
279;naval_base;1695.00;9.50;373.00;-1.48;0
279;naval_base;1692.00;9.50;317.00;-1.37;2508
279;bunker;1698.00;10.10;343.00;4.00;0
279;coastal_bunker;1692.00;9.50;368.00;-1.48;0
279;coastal_bunker;1695.00;9.50;331.00;-0.71;0
279;dockyard;1694.00;9.50;335.00;-0.71;0
280;bunker;1886.00;10.05;725.00;5.04;0
280;synthetic_refinery;1886.00;10.00;722.00;5.55;0
331;coastal_bunker;1923.00;9.53;1768.00;-3.98;0
332;naval_base;1871.00;9.50;1851.00;-4.38;5928
332;bunker;1826.00;9.70;1835.00;0.38;0
332;coastal_bunker;1844.00;9.50;1877.00;1.57;0
332;dockyard;1843.00;9.50;1904.00;1.57;0
332;anti_air_building;1837.00;9.88;1896.00;0.89;0
332;anti_air_building;1850.00;9.70;1866.00;2.10;0
332;anti_air_building;1869.00;10.25;1849.00;5.11;0
332;nuclear_reactor;1826.00;9.80;1923.00;2.00;0
357;bunker;1667.00;10.65;1630.00;5.05;0
358;bunker;1648.00;10.88;1633.00;1.80;0
358;bunker;1658.00;10.50;1633.00;4.44;0
366;naval_base;1543.00;9.60;1344.00;-4.57;6805
367;bunker;1446.00;10.60;1438.00;2.38;0
370;air_base;1425.00;9.90;1449.00;0.76;0
373;bunker;1349.00;11.48;1546.00;0.31;0
373;bunker;1363.00;10.78;1550.00;3.50;0
375;bunker;1201.00;12.70;1433.00;1.94;0
375;bunker;1219.00;12.30;1441.00;3.50;0
375;bunker;1291.00;10.63;1425.00;2.54;0
375;bunker;1228.00;11.95;1442.00;1.94;0
375;bunker;1317.00;10.40;1427.00;2.61;0
375;bunker;1277.00;10.40;1395.00;4.68;0
375;bunker;1257.00;10.75;1411.00;1.06;0
375;bunker;1230.00;12.28;1475.00;4.59;0
375;bunker;1281.00;10.80;1380.00;1.57;0
375;bunker;1291.00;10.40;1368.00;2.08;0
375;bunker;1243.00;11.15;1454.00;0.02;0
375;bunker;1276.00;10.30;1422.00;2.09;0
375;bunker;1306.00;9.90;1415.00;1.13;0
376;bunker;1159.00;16.93;1481.00;1.43;0
376;bunker;1181.00;15.10;1485.00;1.34;0
376;bunker;1137.00;16.35;1470.00;2.54;0
377;air_base;1095.00;15.13;1476.00;2.98;0
377;bunker;1097.00;15.63;1465.00;0.82;0
377;bunker;1063.00;16.20;1478.00;2.89;0
377;nuclear_reactor;1089.00;15.07;1456.00;1.50;0
378;bunker;921.00;15.00;1579.00;5.28;0
378;bunker;909.00;15.30;1568.00;3.73;0
378;bunker;928.00;14.98;1537.00;3.63;0
378;bunker;921.00;14.80;1564.00;2.24;0
378;bunker;900.00;13.98;1578.00;4.98;0
379;air_base;1017.00;15.45;1553.00;2.89;0
379;bunker;1002.00;16.20;1571.00;3.50;0
379;bunker;971.00;15.15;1569.00;2.54;0
379;bunker;1012.00;16.30;1543.00;0.38;0
379;synthetic_refinery;1017.00;16.15;1539.00;5.72;0
379;nuclear_reactor;1001.00;15.90;1540.00;6.23;0
380;bunker;1063.00;9.88;1556.00;2.45;0
380;synthetic_refinery;1051.00;9.98;1578.00;3.56;0
381;bunker;1166.00;13.15;1626.00;0.39;0
381;bunker;1101.00;15.57;1626.00;3.05;0
381;bunker;1152.00;13.60;1625.00;0.89;0
382;bunker;1190.00;13.15;1554.00;2.45;0
382;bunker;1136.00;17.00;1557.00;0.39;0
385;naval_base;872.00;9.50;1656.00;-1.95;2921
385;bunker;971.00;13.18;1643.00;1.06;0
385;bunker;893.00;10.07;1644.00;0.01;0
385;bunker;877.00;10.07;1660.00;0.02;0
385;coastal_bunker;872.00;9.50;1650.00;-1.95;0
387;air_base;1022.00;17.08;1641.00;1.50;0
387;bunker;998.00;13.85;1688.00;2.01;0
387;bunker;991.00;12.15;1715.00;4.67;0
387;bunker;994.00;12.23;1653.00;1.06;0
387;nuclear_reactor;999.00;13.78;1682.00;3.63;0
388;bunker;1054.00;12.80;1717.00;2.61;0
388;bunker;1119.00;12.40;1716.00;1.06;0
388;bunker;1157.00;12.28;1706.00;3.73;0
388;bunker;1085.00;13.28;1709.00;4.59;0
388;bunker;1119.00;12.50;1704.00;4.24;0
388;bunker;1072.00;12.80;1706.00;0.02;0
388;synthetic_refinery;1171.00;12.50;1709.00;4.75;0
391;bunker;1326.00;11.00;1700.00;3.12;0
391;bunker;1315.00;10.60;1670.00;4.68;0
391;bunker;1322.00;11.00;1724.00;1.06;0
391;bunker;1363.00;11.20;1700.00;0.01;0
391;bunker;1330.00;11.15;1683.00;2.08;0
391;bunker;1355.00;11.25;1689.00;0.02;0
393;bunker;1475.00;9.65;1643.00;4.68;0
393;bunker;1470.00;9.70;1669.00;5.35;0
393;bunker;1467.00;9.50;1638.00;1.73;0
394;bunker;1421.00;10.75;1657.00;1.56;0
394;bunker;1430.00;10.30;1651.00;5.35;0
394;bunker;1400.00;11.20;1652.00;4.75;0
395;bunker;1413.00;10.15;1580.00;1.57;0
395;bunker;1416.00;10.35;1580.00;3.80;0
395;bunker;1430.00;10.73;1566.00;0.53;0
395;bunker;1419.00;10.10;1555.00;1.73;0
395;bunker;1436.00;10.15;1577.00;2.14;0
396;bunker;1453.00;9.88;1574.00;5.86;0
396;bunker;1470.00;10.78;1573.00;2.24;0
465;coastal_bunker;1772.00;10.18;1698.00;-3.93;0
466;air_base;1589.00;12.30;1783.00;5.49;0
466;naval_base;1687.00;9.50;2042.00;-1.68;8930
466;naval_base;1769.00;9.57;1932.00;-2.99;8953
466;naval_base;1741.00;9.53;1971.00;-3.84;8953
466;bunker;1703.00;10.30;1899.00;0.84;0
466;bunker;1740.00;11.53;1834.00;3.50;0
466;bunker;1627.00;10.98;1738.00;2.90;0
466;bunker;1667.00;10.00;1761.00;6.17;0
466;bunker;1663.00;10.50;1793.00;2.46;0
466;bunker;1615.00;10.63;1792.00;5.12;0
466;bunker;1848.00;10.70;1779.00;5.13;0
466;bunker;1634.00;10.43;1710.00;0.56;0
466;coastal_bunker;1723.00;9.55;1983.00;-3.84;0
466;coastal_bunker;1758.00;9.50;1923.00;-2.99;0
466;coastal_bunker;1572.00;10.85;1769.00;-2.87;0
467;anti_air_building;1238.00;10.10;1786.00;1.44;0
467;anti_air_building;1233.00;10.18;1783.00;4.45;0
467;anti_air_building;1252.00;9.70;1803.00;0.84;0
469;air_base;1152.00;10.70;1807.00;6.00;0
469;bunker;1138.00;11.00;1778.00;0.92;0
469;bunker;1142.00;10.80;1808.00;0.33;0
469;bunker;1185.00;10.90;1794.00;0.23;0
469;bunker;1211.00;10.20;1826.00;4.45;0
469;bunker;1110.00;11.20;1782.00;0.84;0
469;bunker;1103.00;10.95;1811.00;4.11;0
469;synthetic_refinery;1108.00;11.30;1773.00;4.01;0
470;bunker;987.00;11.80;1881.00;2.39;0
470;bunker;1014.00;11.50;1822.00;0.84;0
470;bunker;1051.00;12.00;1798.00;6.16;0
470;bunker;1032.00;11.98;1831.00;4.11;0
470;synthetic_refinery;1069.00;11.80;1773.00;4.62;0
470;nuclear_reactor;973.00;11.65;1862.00;5.12;0
480;bunker;1222.00;10.90;1355.00;0.90;0
480;bunker;1218.00;11.80;1338.00;4.17;0
482;air_base;1143.50;12.80;1377.63;0.90;0
482;bunker;1150.00;13.13;1379.00;2.97;0
482;bunker;1124.00;13.10;1389.00;0.46;0
482;nuclear_reactor;1123.00;13.00;1392.00;1.07;0
483;bunker;1107.00;13.43;1379.00;4.08;0
486;bunker;1717.00;9.80;953.00;2.53;0
486;bunker;1687.00;9.90;940.00;4.08;0
493;naval_base;1633.93;9.50;1042.78;-2.67;2547
493;naval_base;1676.37;9.40;1058.86;-2.42;0
493;coastal_bunker;1629.00;9.53;1038.00;-1.85;0
495;naval_base;1988.29;9.50;843.20;-3.89;0
495;bunker;1850.00;9.70;844.00;5.36;0
495;bunker;1803.00;11.82;931.00;1.14;0
495;bunker;1729.00;9.80;827.00;5.87;0
495;bunker;1776.00;9.70;817.00;1.65;0
495;bunker;1992.00;10.03;870.00;3.36;0
495;bunker;1918.00;10.40;830.00;2.16;0
495;coastal_bunker;1985.00;9.53;844.00;-3.69;0
495;dockyard;1990.00;9.50;846.00;0.93;0
497;naval_base;2147.50;9.50;824.49;-3.31;0
497;naval_base;2044.73;9.50;865.44;-3.39;0
497;naval_base;2109.56;9.50;839.76;-3.88;0
497;bunker;2030.00;9.70;855.00;1.65;0
497;bunker;2097.00;9.70;822.00;1.21;0
497;coastal_bunker;2109.00;9.60;837.00;-4.28;0
497;coastal_bunker;2154.00;9.57;824.00;-3.46;0
498;naval_base;2184.00;9.68;821.00;-3.14;0
498;coastal_bunker;2183.00;9.60;822.00;-3.14;0
499;bunker;2200.00;10.70;696.00;5.43;0
505;bunker;2051.00;10.10;712.00;1.21;0
506;air_base;1728.00;21.08;562.00;1.21;0
506;naval_base;1712.00;9.50;525.00;-1.70;5330
506;naval_base;1711.00;9.50;554.00;-1.82;5330
506;bunker;1725.00;20.33;565.00;4.38;0
506;bunker;1720.00;12.40;529.00;0.77;0
506;coastal_bunker;1711.00;9.50;511.00;-1.70;0
506;dockyard;1711.00;9.50;516.00;-1.70;0
507;naval_base;1734.00;9.50;37.00;-0.09;8760
507;naval_base;1692.00;9.68;86.00;-2.27;2533
507;naval_base;1677.00;9.50;101.00;-1.57;2533
507;bunker;1700.00;9.90;83.00;2.83;0
507;bunker;1729.00;9.50;43.00;1.28;0
507;coastal_bunker;1682.00;9.50;99.00;-1.57;0
507;coastal_bunker;1694.00;9.65;85.00;-1.01;0
507;coastal_bunker;1733.00;9.50;33.00;-0.09;0
508;bunker;1762.00;21.98;495.00;0.77;0
509;bunker;1819.00;10.90;508.00;4.38;0
512;air_base;1742.00;10.85;161.00;1.37;0
512;bunker;1768.00;9.95;179.00;3.95;0
512;bunker;1718.00;11.03;107.00;0.33;0
512;bunker;1786.00;10.43;263.00;4.45;0
512;bunker;1716.00;12.98;260.00;3.50;0
512;bunker;1723.00;11.38;193.00;5.06;0
512;bunker;1728.00;12.05;224.00;2.90;0
512;bunker;1757.00;9.85;43.00;0.40;0
512;anti_air_building;1785.00;10.32;182.00;1.51;0
512;anti_air_building;1751.00;11.75;266.00;5.64;0
512;anti_air_building;1751.00;10.95;173.00;0.91;0
512;synthetic_refinery;1707.00;10.78;95.00;3.58;0
512;nuclear_reactor;1744.00;11.53;234.00;2.62;0
682;naval_base;1533.00;9.55;1786.00;-4.19;0
682;naval_base;1553.00;10.57;1766.00;-3.50;0
682;bunker;1539.00;11.38;1750.00;1.15;0
